rankbreeze_Id,rental_id,orig_price_per_night,cleaning_fee,service_fee,total_price,price_per_night,check_in_date,check_out_date
51077,51465037,0.0,625.0,494.0,3996.0,719.0,2024-06-11,2024-06-15
51077,51465037,0.0,340.0,147.0,1189.0,176.0,2024-06-11,2024-06-15
51077,51465037,0.0,425.0,246.0,1987.0,329.0,2024-06-11,2024-06-15
51077,51465037,0.0,285.0,333.0,2690.0,518.0,2024-06-11,2024-06-15
51077,51465037,415.0,369.0,213.0,1723.0,285.0,2024-06-11,2024-06-15
51077,51465037,460.0,374.0,256.0,2066.0,359.0,2024-06-11,2024-06-15
51077,51465037,0.0,280.0,241.0,1951.0,358.0,2024-06-11,2024-06-15
51077,51465037,332.0,339.0,190.0,1535.0,252.0,2024-06-11,2024-06-15
51077,51465037,0.0,380.0,208.0,1682.0,274.0,2024-06-11,2024-06-15
51077,51465037,0.0,253.0,141.0,1142.0,187.0,2024-06-11,2024-06-15
51077,51465037,0.0,220.0,150.0,1210.0,210.0,2024-06-11,2024-06-15
51077,51465037,355.0,299.0,199.0,1609.0,278.0,2024-06-11,2024-06-15
51077,51465037,0.0,300.0,201.0,1622.0,280.0,2024-06-11,2024-06-15
51077,51465037,406.0,419.0,238.0,1924.0,317.0,2024-06-11,2024-06-15
51077,51465037,311.0,260.0,164.0,1324.0,225.0,2024-06-11,2024-06-15
51077,51465037,457.0,374.0,279.0,2252.0,400.0,2024-06-11,2024-06-15
51077,51465037,0.0,300.0,177.0,1431.0,239.0,2024-06-11,2024-06-15
51077,51465037,462.0,420.0,242.0,1959.0,324.0,2024-06-11,2024-06-15
51077,51465037,350.0,370.0,191.0,1541.0,245.0,2024-06-11,2024-06-15
51077,51465037,401.0,425.0,211.0,1706.0,268.0,2024-06-11,2024-06-15
51077,51465037,435.0,360.0,268.0,2167.0,385.0,2024-06-11,2024-06-15
51077,51465037,399.0,325.0,249.0,2010.0,359.0,2024-06-11,2024-06-15
51077,51465037,0.0,295.0,194.0,1565.0,269.0,2024-06-11,2024-06-15
51077,51465037,241.0,299.0,162.0,1309.0,212.0,2024-06-11,2024-06-15
51077,51465037,368.0,395.0,242.0,1959.0,331.0,2024-06-11,2024-06-15
51077,51465037,380.0,395.0,239.0,1934.0,325.0,2024-06-11,2024-06-15
51077,51465037,457.0,374.0,279.0,2252.0,400.0,2024-06-11,2024-06-15
51077,51465037,0.0,250.0,218.0,1760.0,323.0,2024-06-11,2024-06-15
51077,51465037,249.0,320.0,172.0,1388.0,224.0,2024-06-11,2024-06-15
51077,51465037,401.0,425.0,211.0,1706.0,268.0,2024-06-11,2024-06-15
51077,51465037,417.0,369.0,208.0,1684.0,277.0,2024-06-11,2024-06-15
51077,51465037,399.0,325.0,249.0,2010.0,359.0,2024-06-11,2024-06-15
51077,51465037,381.0,307.0,181.0,1463.0,244.0,2024-06-11,2024-06-15
51077,51465037,297.0,350.0,194.0,1569.0,256.0,2024-06-11,2024-06-15
51077,51465037,0.0,295.0,194.0,1565.0,269.0,2024-06-11,2024-06-15
51077,51465037,0.0,200.0,180.0,1456.0,269.0,2024-06-11,2024-06-15
51077,51465037,324.0,375.0,202.0,1632.0,264.0,2024-06-11,2024-06-15
51077,51465037,462.0,420.0,242.0,1959.0,324.0,2024-06-11,2024-06-15
51077,51465037,764.0,398.0,0,1935.0,384.0,2024-06-11,2024-06-15
51077,51465037,0.0,420.0,269.0,2174.0,371.0,2024-06-11,2024-06-15
51077,51465037,183.0,190.0,112.0,902.0,150.0,2024-06-11,2024-06-15
51077,51465037,0.0,750.0,755.0,6105.0,1150.0,2024-06-11,2024-06-15
51077,51465037,531.0,0,277.0,2237.0,490.0,2024-06-11,2024-06-15
51077,51465037,0.0,300.0,246.0,1986.0,360.0,2024-06-11,2024-06-15
51077,51465037,346.0,369.0,213.0,1723.0,285.0,2024-06-11,2024-06-15
51077,51465037,423.0,450.0,270.0,2183.0,366.0,2024-06-11,2024-06-15
51077,51465037,0.0,310.0,218.0,1759.0,308.0,2024-06-11,2024-06-15
51077,51465037,0.0,250.0,207.0,1672.0,304.0,2024-06-11,2024-06-15
51077,51465037,446.0,369.0,243.0,1963.0,338.0,2024-06-11,2024-06-15
51077,51465037,0.0,265.0,265.0,2145.0,404.0,2024-06-11,2024-06-15
51077,51465037,379.0,460.0,236.0,1910.0,304.0,2024-06-11,2024-06-15
51077,51465037,295.0,299.0,168.0,1356.0,222.0,2024-06-11,2024-06-15
51077,51465037,435.0,360.0,268.0,2167.0,385.0,2024-06-11,2024-06-15
51077,51465037,0.0,385.0,335.0,2706.0,497.0,2024-06-11,2024-06-15
51077,51465037,452.0,220.0,159.0,1288.0,227.0,2024-06-11,2024-06-15
51077,51465037,0.0,200.0,180.0,1456.0,269.0,2024-06-11,2024-06-15
51077,51465037,0.0,210.0,157.0,1267.0,225.0,2024-06-11,2024-06-15
51077,51465037,0.0,300.0,160.0,1295.0,209.0,2024-06-11,2024-06-15
51077,51465037,0.0,315.0,206.0,1664.0,286.0,2024-06-11,2024-06-15
51077,51465037,338.0,369.0,204.0,1647.0,269.0,2024-06-11,2024-06-15
67681,763115309438666807,416.0,424.0,188.0,1518.0,227.0,2024-06-11,2024-06-15
67681,763115309438666807,435.0,561.0,229.0,1848.0,265.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,469.0,293.0,2370.0,402.0,2024-06-11,2024-06-15
67681,763115309438666807,594.0,519.0,338.0,2733.0,469.0,2024-06-11,2024-06-15
67681,763115309438666807,295.0,299.0,168.0,1356.0,222.0,2024-06-11,2024-06-15
67681,763115309438666807,342.0,0,0,1428.0,228.0,2024-06-11,2024-06-15
67681,763115309438666807,373.0,419.0,221.0,1787.0,287.0,2024-06-11,2024-06-15
67681,763115309438666807,506.0,495.0,288.0,2330.0,387.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,325.0,192.0,1550.0,258.0,2024-06-11,2024-06-15
67681,763115309438666807,399.0,325.0,215.0,1736.0,299.0,2024-06-11,2024-06-15
67681,763115309438666807,449.0,360.0,190.0,1538.0,247.0,2024-06-11,2024-06-15
67681,763115309438666807,328.0,450.0,201.0,1628.0,244.0,2024-06-11,2024-06-15
67681,763115309438666807,495.0,419.0,257.0,2077.0,350.0,2024-06-11,2024-06-15
67681,763115309438666807,311.0,339.0,181.0,1460.0,235.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,595.0,539.0,4357.0,806.0,2024-06-11,2024-06-15
67681,763115309438666807,475.0,429.0,286.0,2312.0,399.0,2024-06-11,2024-06-15
67681,763115309438666807,495.0,419.0,257.0,2077.0,350.0,2024-06-11,2024-06-15
67681,763115309438666807,509.0,395.0,292.0,2363.0,419.0,2024-06-11,2024-06-15
67681,763115309438666807,650.0,755.0,360.0,2909.0,449.0,2024-06-11,2024-06-15
67681,763115309438666807,527.0,435.0,272.0,2198.0,373.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,424.0,295.0,2388.0,417.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,599.0,513.0,4148.0,759.0,2024-06-11,2024-06-15
67681,763115309438666807,278.0,339.0,183.0,1476.0,239.0,2024-06-11,2024-06-15
67681,763115309438666807,430.0,419.0,248.0,2001.0,334.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,419.0,257.0,0.0,0.0,2024-06-11,2024-06-15
67681,763115309438666807,411.0,374.0,249.0,2010.0,347.0,2024-06-11,2024-06-15
67681,763115309438666807,592.0,575.0,370.0,2989.0,511.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,736.0,544.0,4397.0,779.0,2024-06-11,2024-06-15
67681,763115309438666807,375.0,400.0,189.0,1525.0,234.0,2024-06-11,2024-06-15
67681,763115309438666807,501.0,485.0,295.0,2382.0,401.0,2024-06-11,2024-06-15
67681,763115309438666807,495.0,419.0,257.0,2077.0,350.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,319.0,293.0,2368.0,439.0,2024-06-11,2024-06-15
67681,763115309438666807,324.0,300.0,191.0,1547.0,264.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,400.0,219.0,1771.0,288.0,2024-06-11,2024-06-15
67681,763115309438666807,382.0,339.0,190.0,1535.0,252.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,599.0,381.0,3081.0,525.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,725.0,780.0,6305.0,1200.0,2024-06-11,2024-06-15
67681,763115309438666807,399.0,325.0,249.0,2010.0,359.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,315.0,219.0,1773.0,310.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,350.0,331.0,2677.0,499.0,2024-06-11,2024-06-15
67681,763115309438666807,355.0,420.0,232.0,1872.0,305.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,360.0,157.0,1267.0,188.0,2024-06-11,2024-06-15
67681,763115309438666807,495.0,419.0,257.0,2077.0,350.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,599.0,506.0,4091.0,747.0,2024-06-11,2024-06-15
67681,763115309438666807,472.0,549.0,231.0,1867.0,272.0,2024-06-11,2024-06-15
67681,763115309438666807,367.0,455.0,200.0,1614.0,240.0,2024-06-11,2024-06-15
67681,763115309438666807,499.0,360.0,220.0,1778.0,300.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,345.0,195.0,1574.0,259.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,625.0,494.0,3996.0,719.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,325.0,226.0,1826.0,319.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,369.0,228.0,1842.0,311.0,2024-06-11,2024-06-15
67681,763115309438666807,1547.0,1214.0,793.0,6411.0,1101.0,2024-06-11,2024-06-15
67681,763115309438666807,383.0,419.0,230.0,1856.0,302.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,590.0,362.0,2927.0,494.0,2024-06-11,2024-06-15
67681,763115309438666807,561.0,399.0,0,2407.0,502.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,350.0,207.0,1673.0,279.0,2024-06-11,2024-06-15
67681,763115309438666807,383.0,419.0,230.0,1856.0,302.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,450.0,389.0,3142.0,576.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,599.0,498.0,4024.0,732.0,2024-06-11,2024-06-15
67681,763115309438666807,424.0,350.0,265.0,2141.0,382.0,2024-06-11,2024-06-15
67681,763115309438666807,342.0,339.0,177.0,1428.0,228.0,2024-06-11,2024-06-15
67681,763115309438666807,347.0,475.0,224.0,1808.0,277.0,2024-06-11,2024-06-15
67681,763115309438666807,430.0,419.0,248.0,2001.0,334.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,285.0,198.0,1604.0,280.0,2024-06-11,2024-06-15
67681,763115309438666807,457.0,374.0,279.0,2252.0,400.0,2024-06-11,2024-06-15
67681,763115309438666807,318.0,299.0,181.0,1461.0,245.0,2024-06-11,2024-06-15
67681,763115309438666807,519.0,395.0,292.0,2363.0,419.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,1838.0,3227.0,26088.0,5256.0,2024-06-11,2024-06-15
67681,763115309438666807,409.0,369.0,208.0,1684.0,277.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,355.0,208.0,1681.0,280.0,2024-06-11,2024-06-15
67681,763115309438666807,801.0,637.0,497.0,4018.0,721.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,485.0,369.0,2984.0,533.0,2024-06-11,2024-06-15
67681,763115309438666807,332.0,339.0,190.0,1535.0,252.0,2024-06-11,2024-06-15
67681,763115309438666807,330.0,339.0,190.0,1535.0,252.0,2024-06-11,2024-06-15
67681,763115309438666807,385.0,395.0,216.0,1748.0,284.0,2024-06-11,2024-06-15
67681,763115309438666807,348.0,450.0,215.0,1741.0,269.0,2024-06-11,2024-06-15
67681,763115309438666807,496.0,480.0,288.0,2329.0,390.0,2024-06-11,2024-06-15
67681,763115309438666807,275.0,360.0,178.0,1438.0,225.0,2024-06-11,2024-06-15
67681,763115309438666807,748.0,736.0,475.0,3841.0,658.0,2024-06-11,2024-06-15
67681,763115309438666807,378.0,350.0,223.0,1801.0,307.0,2024-06-11,2024-06-15
67681,763115309438666807,368.0,369.0,214.0,1732.0,287.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,350.0,235.0,1900.0,329.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,599.0,505.0,4081.0,744.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,305.0,158.0,1279.0,204.0,2024-06-11,2024-06-15
67681,763115309438666807,397.0,473.0,218.0,1763.0,268.0,2024-06-11,2024-06-15
67681,763115309438666807,295.0,299.0,168.0,1356.0,222.0,2024-06-11,2024-06-15
67681,763115309438666807,286.0,420.0,192.0,1554.0,236.0,2024-06-11,2024-06-15
67681,763115309438666807,378.0,419.0,238.0,1924.0,317.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,395.0,188.0,1518.0,234.0,2024-06-11,2024-06-15
67681,763115309438666807,1015.0,1007.0,628.0,5076.0,860.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,1267.0,801.0,6476.0,1102.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,355.0,208.0,1681.0,280.0,2024-06-11,2024-06-15
67681,763115309438666807,275.0,360.0,178.0,1438.0,225.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,375.0,304.0,2457.0,445.0,2024-06-11,2024-06-15
67681,763115309438666807,561.0,399.0,0,2407.0,502.0,2024-06-11,2024-06-15
67681,763115309438666807,652.0,449.0,332.0,2683.0,476.0,2024-06-11,2024-06-15
67681,763115309438666807,519.0,395.0,292.0,2363.0,419.0,2024-06-11,2024-06-15
67681,763115309438666807,505.0,200.0,268.0,2163.0,424.0,2024-06-11,2024-06-15
67681,763115309438666807,314.0,369.0,186.0,1501.0,237.0,2024-06-11,2024-06-15
67681,763115309438666807,400.0,419.0,238.0,1924.0,317.0,2024-06-11,2024-06-15
67681,763115309438666807,460.0,374.0,256.0,2066.0,359.0,2024-06-11,2024-06-15
67681,763115309438666807,619.0,465.0,372.0,3008.0,543.0,2024-06-11,2024-06-15
67681,763115309438666807,484.0,395.0,292.0,2363.0,419.0,2024-06-11,2024-06-15
67681,763115309438666807,448.0,369.0,213.0,1723.0,285.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,1002.0,840.0,6793.0,1238.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,395.0,188.0,1518.0,234.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,250.0,180.0,1456.0,257.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,0,181.0,1461.0,320.0,2024-06-11,2024-06-15
67681,763115309438666807,400.0,419.0,238.0,1924.0,317.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,736.0,490.0,3962.0,684.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,275.0,208.0,1683.0,300.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,595.0,359.0,2904.0,488.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,310.0,300.0,2427.0,454.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,325.0,243.0,1963.0,349.0,2024-06-11,2024-06-15
67681,763115309438666807,382.0,339.0,190.0,1535.0,252.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,350.0,235.0,1901.0,329.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,295.0,208.0,1681.0,295.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,0,181.0,1461.0,320.0,2024-06-11,2024-06-15
67681,763115309438666807,503.0,450.0,305.0,2468.0,428.0,2024-06-11,2024-06-15
67681,763115309438666807,297.0,350.0,194.0,1569.0,256.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,300.0,246.0,1986.0,360.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,495.0,0,2254.0,440.0,2024-06-11,2024-06-15
67681,763115309438666807,310.0,415.0,190.0,1537.0,233.0,2024-06-11,2024-06-15
67681,763115309438666807,364.0,369.0,213.0,1723.0,285.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,425.0,250.0,2021.0,337.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,289.0,258.0,2086.0,385.0,2024-06-11,2024-06-15
67681,763115309438666807,385.0,369.0,225.0,1816.0,306.0,2024-06-11,2024-06-15
67681,763115309438666807,297.0,350.0,194.0,1569.0,256.0,2024-06-11,2024-06-15
67681,763115309438666807,417.0,369.0,208.0,1684.0,277.0,2024-06-11,2024-06-15
67681,763115309438666807,298.0,299.0,181.0,1461.0,245.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,275.0,208.0,1683.0,300.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,595.0,359.0,2904.0,488.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,350.0,335.0,2705.0,505.0,2024-06-11,2024-06-15
67681,763115309438666807,249.0,320.0,172.0,1388.0,224.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,420.0,239.0,1933.0,319.0,2024-06-11,2024-06-15
67681,763115309438666807,574.0,716.0,381.0,3078.0,495.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,800.0,587.0,4747.0,840.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,490.0,236.0,1906.0,295.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,599.0,508.0,4106.0,750.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,420.0,209.0,1689.0,265.0,2024-06-11,2024-06-15
67681,763115309438666807,445.0,500.0,296.0,2396.0,400.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,289.0,258.0,2086.0,385.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,425.0,250.0,2021.0,337.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,1484.0,1073.0,8674.0,1529.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,300.0,219.0,1772.0,313.0,2024-06-11,2024-06-15
67681,763115309438666807,298.0,299.0,181.0,1461.0,245.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,469.0,324.0,2616.0,456.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,599.0,508.0,4106.0,750.0,2024-06-11,2024-06-15
67681,763115309438666807,449.0,350.0,222.0,1793.0,305.0,2024-06-11,2024-06-15
67681,763115309438666807,516.0,400.0,282.0,2283.0,400.0,2024-06-11,2024-06-15
67681,763115309438666807,447.0,369.0,243.0,1963.0,338.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,350.0,208.0,1683.0,281.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,420.0,239.0,1933.0,319.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,260.0,168.0,1359.0,233.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,1267.0,801.0,6476.0,1102.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,485.0,327.0,2643.0,458.0,2024-06-11,2024-06-15
67681,763115309438666807,321.0,294.0,206.0,1667.0,292.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,450.0,366.0,2956.0,535.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,270.0,370.0,2994.0,589.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,285.0,177.0,1432.0,243.0,2024-06-11,2024-06-15
67681,763115309438666807,350.0,295.0,197.0,1592.0,275.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,800.0,587.0,4747.0,840.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,483.0,302.0,2444.0,415.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,300.0,301.0,2433.0,458.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,255.0,221.0,1786.0,328.0,2024-06-11,2024-06-15
67681,763115309438666807,347.0,369.0,201.0,1623.0,263.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,1484.0,1073.0,8674.0,1529.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,450.0,333.0,2695.0,478.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,559.0,365.0,2948.0,506.0,2024-06-11,2024-06-15
67681,763115309438666807,383.0,419.0,230.0,1856.0,302.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,550.0,346.0,2794.0,475.0,2024-06-11,2024-06-15
67681,763115309438666807,531.0,0,277.0,2237.0,490.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,380.0,208.0,1682.0,274.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,325.0,220.0,1780.0,309.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,380.0,341.0,2757.0,509.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,1002.0,840.0,6793.0,1238.0,2024-06-11,2024-06-15
67681,763115309438666807,465.0,400.0,291.0,2354.0,416.0,2024-06-11,2024-06-15
67681,763115309438666807,462.0,420.0,242.0,1959.0,324.0,2024-06-11,2024-06-15
67681,763115309438666807,318.0,299.0,181.0,1461.0,245.0,2024-06-11,2024-06-15
67681,763115309438666807,373.0,490.0,236.0,1906.0,295.0,2024-06-11,2024-06-15
67681,763115309438666807,327.0,320.0,193.0,1560.0,262.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,478.0,335.0,2706.0,473.0,2024-06-11,2024-06-15
67681,763115309438666807,515.0,290.0,239.0,1929.0,350.0,2024-06-11,2024-06-15
67681,763115309438666807,365.0,380.0,236.0,1908.0,323.0,2024-06-11,2024-06-15
67681,763115309438666807,365.0,350.0,224.0,1814.0,310.0,2024-06-11,2024-06-15
67681,763115309438666807,1432.0,1060.0,852.0,6888.0,1244.0,2024-06-11,2024-06-15
67681,763115309438666807,617.0,550.0,357.0,2883.0,494.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,275.0,225.0,1820.0,330.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,290.0,245.0,1977.0,361.0,2024-06-11,2024-06-15
67681,763115309438666807,406.0,419.0,238.0,1924.0,317.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,450.0,329.0,2660.0,470.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,449.0,236.0,1907.0,306.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,300.0,239.0,1935.0,349.0,2024-06-11,2024-06-15
67681,763115309438666807,516.0,330.0,285.0,2301.0,422.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,420.0,269.0,2174.0,371.0,2024-06-11,2024-06-15
67681,763115309438666807,268.0,260.0,161.0,1299.0,220.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,395.0,344.0,2779.0,510.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,495.0,369.0,2984.0,530.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,395.0,344.0,2779.0,510.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,330.0,217.0,1753.0,302.0,2024-06-11,2024-06-15
67681,763115309438666807,615.0,585.0,352.0,2848.0,478.0,2024-06-11,2024-06-15
67681,763115309438666807,306.0,380.0,192.0,1554.0,246.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,610.0,326.0,2635.0,425.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,420.0,269.0,2174.0,371.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,375.0,307.0,2478.0,449.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,278.0,232.0,1873.0,341.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,300.0,367.0,2966.0,575.0,2024-06-11,2024-06-15
67681,763115309438666807,425.0,320.0,191.0,1543.0,258.0,2024-06-11,2024-06-15
67681,763115309438666807,1416.0,1219.0,861.0,6960.0,1220.0,2024-06-11,2024-06-15
67681,763115309438666807,516.0,330.0,285.0,2301.0,422.0,2024-06-11,2024-06-15
67681,763115309438666807,483.0,359.0,285.0,2304.0,415.0,2024-06-11,2024-06-15
67681,763115309438666807,361.0,340.0,218.0,1763.0,301.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,485.0,327.0,2643.0,458.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,350.0,366.0,2956.0,560.0,2024-06-11,2024-06-15
67681,763115309438666807,383.0,350.0,222.0,1791.0,305.0,2024-06-11,2024-06-15
67681,763115309438666807,451.0,369.0,243.0,1963.0,338.0,2024-06-11,2024-06-15
67681,763115309438666807,338.0,369.0,204.0,1647.0,269.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,600.0,635.0,5135.0,975.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,369.0,205.0,1658.0,271.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,1267.0,983.0,7945.0,1424.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,375.0,307.0,2478.0,449.0,2024-06-11,2024-06-15
67681,763115309438666807,919.0,447.0,478.0,3865.0,735.0,2024-06-11,2024-06-15
67681,763115309438666807,385.0,360.0,189.0,1529.0,245.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,625.0,507.0,4099.0,742.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,590.0,527.0,4258.0,785.0,2024-06-11,2024-06-15
67681,763115309438666807,720.0,525.0,440.0,3557.0,648.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,305.0,178.0,1439.0,239.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,399.0,0,2848.0,612.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,300.0,252.0,2038.0,372.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,300.0,197.0,1592.0,274.0,2024-06-11,2024-06-15
67681,763115309438666807,268.0,379.0,175.0,1416.0,216.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,310.0,263.0,2123.0,388.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,270.0,194.0,1568.0,276.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,315.0,261.0,2113.0,384.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,310.0,263.0,2123.0,388.0,2024-06-11,2024-06-15
67681,763115309438666807,615.0,585.0,352.0,2848.0,478.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,364.0,348.0,2816.0,526.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,296.0,261.0,2111.0,389.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,400.0,274.0,2214.0,385.0,2024-06-11,2024-06-15
67681,763115309438666807,268.0,379.0,175.0,1416.0,216.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,305.0,178.0,1439.0,239.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,395.0,294.0,2374.0,421.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,470.0,571.0,4615.0,894.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,1261.0,740.0,5982.0,995.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,300.0,252.0,2038.0,372.0,2024-06-11,2024-06-15
67681,763115309438666807,272.0,299.0,181.0,1461.0,245.0,2024-06-11,2024-06-15
67681,763115309438666807,435.0,360.0,268.0,2167.0,385.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,381.0,267.0,2157.0,377.0,2024-06-11,2024-06-15
67681,763115309438666807,385.0,360.0,189.0,1529.0,245.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,278.0,232.0,1873.0,341.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,0,1258.0,10168.0,2228.0,2024-06-11,2024-06-15
67681,763115309438666807,497.0,379.0,204.0,1652.0,267.0,2024-06-11,2024-06-15
67681,763115309438666807,0.0,400.0,275.0,2223.0,387.0,2024-06-11,2024-06-15
